Ticker,Acurácia Dir %,MAPE %,Acertos,Erros,Dias Teste,Dias Treino,Classe
BMY,48.8,162.48,122,128,250,805,🔴 Fraco
ISP.MI,48.61,214.9,122,129,251,820,🔴 Fraco
CYRE3.SA,48.59,233.67,121,128,249,798,🔴 Fraco
TRIS3.SA,48.59,178.78,121,128,249,798,🔴 Fraco
PNVL3.SA,48.59,177.96,121,128,249,798,🔴 Fraco
LONN.SW,48.58,265.38,120,127,247,810,🔴 Fraco
MAERSK-B.CO,48.57,269.71,119,126,245,808,🔴 Fraco
MC.PA,48.43,202.51,123,131,254,827,🔴 Fraco
AIG,48.4,294.11,121,129,250,805,🔴 Fraco
LI,48.4,209.71,121,129,250,805,🔴 Fraco
SO,48.4,319.29,121,129,250,805,🔴 Fraco
CVE,48.4,170.03,121,129,250,805,🔴 Fraco
CYH,48.4,276.02,121,129,250,805,🔴 Fraco
ASML,48.4,169.93,121,129,250,805,🔴 Fraco
DXC,48.4,157.51,121,129,250,805,🔴 Fraco
TSM,48.4,282.02,121,129,250,805,🔴 Fraco
BRZE,48.4,249.16,121,129,250,686,🔴 Fraco
CMS,48.4,162.7,121,129,250,805,🔴 Fraco
IONS,48.4,427.38,121,129,250,805,🔴 Fraco
QCOM,48.4,269.94,121,129,250,805,🔴 Fraco
IFF,48.4,201.25,121,129,250,805,🔴 Fraco
PRGO,48.4,216.83,121,129,250,805,🔴 Fraco
HIG,48.4,281.53,121,129,250,805,🔴 Fraco
RCUS,48.4,818.74,121,129,250,805,🔴 Fraco
JOBY,48.4,379.6,121,129,250,805,🔴 Fraco
KVUE,48.4,352.26,121,129,250,320,🔴 Fraco
ATR,48.4,361.97,121,129,250,805,🔴 Fraco
RSG,48.4,402.33,121,129,250,805,🔴 Fraco
SONY,48.4,169.34,121,129,250,805,🔴 Fraco
SEIC,48.4,138.28,121,129,250,805,🔴 Fraco
PENN,48.4,246.6,121,129,250,805,🔴 Fraco
FUJIY,48.4,139.44,121,129,250,805,🔴 Fraco
VSCO,48.4,189.6,121,129,250,770,🔴 Fraco
JBHT,48.4,419.81,121,129,250,805,🔴 Fraco
WIT,48.4,110.76,121,129,250,805,🔴 Fraco
CHRW,48.4,219.48,121,129,250,805,🔴 Fraco
JNJ,48.4,1333.7,121,129,250,805,🔴 Fraco
ODPV3.SA,48.19,243.91,120,129,249,798,🔴 Fraco
CPFE3.SA,48.19,208.39,120,129,249,798,🔴 Fraco
LWSA3.SA,48.19,156.31,120,129,249,798,🔴 Fraco
PLPL3.SA,48.19,194.71,120,129,249,798,🔴 Fraco
MOVI3.SA,48.19,177.33,120,129,249,798,🔴 Fraco
SGO.PA,48.03,146.56,122,132,254,827,🔴 Fraco
DTE.DE,48.02,368.39,121,131,252,823,🔴 Fraco
RWE.DE,48.02,457.05,121,131,252,823,🔴 Fraco
ABBV,48.0,236.66,120,130,250,805,🔴 Fraco
NEE,48.0,175.98,120,130,250,805,🔴 Fraco
DE,48.0,457.57,120,130,250,805,🔴 Fraco
IDXX,48.0,313.49,120,130,250,805,🔴 Fraco
LDOS,48.0,256.33,120,130,250,805,🔴 Fraco
BMA,48.0,271.9,120,130,250,805,🔴 Fraco
JAZZ,48.0,333.03,120,130,250,805,🔴 Fraco
KLAC,48.0,605.16,120,130,250,805,🔴 Fraco
ECL,48.0,150.73,120,130,250,805,🔴 Fraco
BB,48.0,326.21,120,130,250,805,🔴 Fraco
HAL,48.0,205.38,120,130,250,805,🔴 Fraco
PAYX,48.0,426.29,120,130,250,805,🔴 Fraco
LEGN,48.0,251.34,120,130,250,805,🔴 Fraco
W,48.0,318.01,120,130,250,805,🔴 Fraco
NNN,48.0,167.21,120,130,250,805,🔴 Fraco
UPS,48.0,238.73,120,130,250,805,🔴 Fraco
NTES,48.0,457.91,120,130,250,805,🔴 Fraco
TTE,48.0,172.62,120,130,250,805,🔴 Fraco
KNX,48.0,223.54,120,130,250,805,🔴 Fraco
CMCSA,48.0,168.33,120,130,250,805,🔴 Fraco
ARKW,48.0,194.4,120,130,250,805,🔴 Fraco
CNC,48.0,255.48,120,130,250,805,🔴 Fraco
GLPI,48.0,174.47,120,130,250,805,🔴 Fraco
ICE,48.0,219.13,120,130,250,805,🔴 Fraco
IBM,48.0,257.91,120,130,250,805,🔴 Fraco
WFC,48.0,191.31,120,130,250,805,🔴 Fraco
SUZB3.SA,47.79,284.94,119,130,249,798,🔴 Fraco
MULT3.SA,47.79,217.06,119,130,249,798,🔴 Fraco
TAEE11.SA,47.79,264.24,119,130,249,798,🔴 Fraco
FISV,47.79,1310.57,119,130,249,805,🔴 Fraco
PSX,47.6,204.52,119,131,250,805,🔴 Fraco
ALB,47.6,431.6,119,131,250,805,🔴 Fraco
HUM,47.6,1323.1,119,131,250,805,🔴 Fraco
ENSG,47.6,238.14,119,131,250,805,🔴 Fraco
SM,47.6,178.3,119,131,250,805,🔴 Fraco
NU,47.6,204.31,119,131,250,671,🔴 Fraco
CL,47.6,177.67,119,131,250,805,🔴 Fraco
FLS,47.6,218.31,119,131,250,805,🔴 Fraco
VZ,47.6,257.96,119,131,250,805,🔴 Fraco
BIDU,47.6,321.2,119,131,250,805,🔴 Fraco
GBDC,47.6,164.44,119,131,250,805,🔴 Fraco
ENTG,47.6,242.45,119,131,250,805,🔴 Fraco
TECK,47.6,194.9,119,131,250,805,🔴 Fraco
HOOD,47.6,329.1,119,131,250,764,🔴 Fraco
DASH,47.6,290.74,119,131,250,805,🔴 Fraco
MRVL,47.6,329.06,119,131,250,805,🔴 Fraco
TM,47.6,249.94,119,131,250,805,🔴 Fraco
NOC,47.6,506.53,119,131,250,805,🔴 Fraco
HD,47.6,291.8,119,131,250,805,🔴 Fraco
ABT,47.6,198.33,119,131,250,805,🔴 Fraco
PODD,47.6,477.57,119,131,250,805,🔴 Fraco
LSPD,47.6,187.47,119,131,250,805,🔴 Fraco
SHW,47.6,182.8,119,131,250,805,🔴 Fraco
BNS,47.6,247.94,119,131,250,805,🔴 Fraco
WIPRO.NS,47.58,261.74,118,130,248,790,🔴 Fraco
HSBA.L,47.41,354.3,119,132,251,809,🔴 Fraco
HAPV3.SA,47.39,348.08,118,131,249,798,🔴 Fraco
ITUB4.SA,47.39,148.64,118,131,249,798,🔴 Fraco
GSK.L,47.22,234.16,119,133,252,809,🔴 Fraco
LOMA,47.2,335.0,118,132,250,805,🔴 Fraco
CTSH,47.2,377.46,118,132,250,805,🔴 Fraco
SMCI,47.2,176.34,118,132,250,805,🔴 Fraco
PLD,47.2,223.03,118,132,250,805,🔴 Fraco
AMGN,47.2,246.17,118,132,250,805,🔴 Fraco
ZLAB,47.2,276.98,118,132,250,805,🔴 Fraco
F,47.2,256.51,118,132,250,805,🔴 Fraco
CACI,47.2,268.12,118,132,250,805,🔴 Fraco
LOW,47.2,196.21,118,132,250,805,🔴 Fraco
EL,47.2,218.98,118,132,250,805,🔴 Fraco
CG,47.2,216.97,118,132,250,805,🔴 Fraco
FAST,47.2,175.08,118,132,250,805,🔴 Fraco
SMTO3.SA,46.99,164.71,117,132,249,798,🔴 Fraco
MGLU3.SA,46.99,265.66,117,132,249,798,🔴 Fraco
CMIG4.SA,46.99,137.99,117,132,249,798,🔴 Fraco
WKL.AS,46.85,347.23,119,135,254,827,🔴 Fraco
OR.PA,46.85,233.98,119,135,254,827,🔴 Fraco
CVS,46.8,235.55,117,133,250,805,🔴 Fraco
JD,46.8,332.84,117,133,250,805,🔴 Fraco
ALLY,46.8,325.55,117,133,250,805,🔴 Fraco
UBER,46.8,219.06,117,133,250,805,🔴 Fraco
UHS,46.8,280.78,117,133,250,805,🔴 Fraco
LUMN,46.8,159.39,117,133,250,805,🔴 Fraco
EA,46.8,665.9,117,133,250,805,🔴 Fraco
NYT,46.8,219.77,117,133,250,805,🔴 Fraco
VALE,46.8,199.61,117,133,250,805,🔴 Fraco
LIN,46.8,180.4,117,133,250,805,🔴 Fraco
INSP,46.8,327.37,117,133,250,805,🔴 Fraco
CI,46.8,167.0,117,133,250,805,🔴 Fraco
OWL,46.8,235.71,117,133,250,805,🔴 Fraco
BTBT,46.8,140.67,117,133,250,805,🔴 Fraco
ARKF,46.8,241.88,117,133,250,805,🔴 Fraco
IWM,46.8,196.14,117,133,250,805,🔴 Fraco
DOCN,46.8,272.99,117,133,250,805,🔴 Fraco
CVX,46.8,211.25,117,133,250,805,🔴 Fraco
BBDC4.SA,46.59,297.67,116,133,249,798,🔴 Fraco
MRVE3.SA,46.59,268.17,116,133,249,798,🔴 Fraco
LNT,46.4,176.24,116,134,250,805,🔴 Fraco
BE,46.4,283.42,116,134,250,805,🔴 Fraco
PVH,46.4,212.16,116,134,250,805,🔴 Fraco
MASI,46.4,6290.92,116,134,250,805,🔴 Fraco
ANET,46.4,1427.92,116,134,250,805,🔴 Fraco
SCCO,46.4,272.16,116,134,250,805,🔴 Fraco
IVZ,46.4,353.1,116,134,250,805,🔴 Fraco
SF,46.4,197.28,116,134,250,805,🔴 Fraco
PARR,46.4,235.47,116,134,250,805,🔴 Fraco
ANF,46.4,262.11,116,134,250,805,🔴 Fraco
MGM,46.4,148.89,116,134,250,805,🔴 Fraco
OLLI,46.4,293.95,116,134,250,805,🔴 Fraco
AVA,46.4,168.61,116,134,250,805,🔴 Fraco
LCID,46.4,199.88,116,134,250,805,🔴 Fraco
BFLY,46.4,189.59,116,134,250,805,🔴 Fraco
NTDOY,46.4,255.2,116,134,250,805,🔴 Fraco
PAYC,46.4,267.87,116,134,250,805,🔴 Fraco
SU,46.4,200.32,116,134,250,805,🔴 Fraco
BX,46.4,225.35,116,134,250,805,🔴 Fraco
BEEF3.SA,46.18,176.99,115,134,249,798,🔴 Fraco
MU,46.0,598.61,115,135,250,805,🔴 Fraco
VLO,46.0,423.28,115,135,250,805,🔴 Fraco
VTI,46.0,205.78,115,135,250,805,🔴 Fraco
MSFT,46.0,709.66,115,135,250,805,🔴 Fraco
WDC,46.0,315.47,115,135,250,805,🔴 Fraco
MPC,46.0,452.69,115,135,250,805,🔴 Fraco
ARWR,46.0,224.28,115,135,250,805,🔴 Fraco
RTX,46.0,212.72,115,135,250,805,🔴 Fraco
O,46.0,167.06,115,135,250,805,🔴 Fraco
NOW,46.0,264.12,115,135,250,805,🔴 Fraco
SYK,46.0,246.24,115,135,250,805,🔴 Fraco
SUPV,46.0,252.97,115,135,250,805,🔴 Fraco
WBD,46.0,483.58,115,135,250,805,🔴 Fraco
CME,46.0,223.87,115,135,250,805,🔴 Fraco
HR,46.0,156.68,115,135,250,805,🔴 Fraco
TROW,46.0,230.59,115,135,250,805,🔴 Fraco
SNOW,46.0,360.81,115,135,250,805,🔴 Fraco
AMAT,46.0,279.18,115,135,250,805,🔴 Fraco
GWW,46.0,219.71,115,135,250,805,🔴 Fraco
HMC,46.0,149.14,115,135,250,805,🔴 Fraco
ECOR3.SA,45.78,163.52,114,135,249,798,🔴 Fraco
RAND.AS,45.67,203.63,116,138,254,827,🔴 Fraco
ORCL,45.6,228.76,114,136,250,805,🔴 Fraco
MNST,45.6,333.52,114,136,250,805,🔴 Fraco
MCD,45.6,185.51,114,136,250,805,🔴 Fraco
DUK,45.6,176.53,114,136,250,805,🔴 Fraco
ARKQ,45.6,224.28,114,136,250,805,🔴 Fraco
SKIN,45.6,176.33,114,136,250,805,🔴 Fraco
UPST,45.6,359.39,114,136,250,805,🔴 Fraco
RS,45.6,282.96,114,136,250,805,🔴 Fraco
EMAE4.SA,45.38,228.16,113,136,249,798,🔴 Fraco
ENEV3.SA,45.38,217.24,113,136,249,798,🔴 Fraco
ALPA4.SA,45.38,266.71,113,136,249,798,🔴 Fraco
YDUQ3.SA,45.38,204.55,113,136,249,798,🔴 Fraco
EZTC3.SA,45.38,257.24,113,136,249,798,🔴 Fraco
DB1.DE,45.24,386.56,114,138,252,823,🔴 Fraco
ATI,45.2,289.68,113,137,250,805,🔴 Fraco
UAA,45.2,159.65,113,137,250,805,🔴 Fraco
ON,45.2,212.39,113,137,250,805,🔴 Fraco
TEAM,45.2,274.72,113,137,250,805,🔴 Fraco
QSR,45.2,175.28,113,137,250,805,🔴 Fraco
MRNA,45.2,199.32,113,137,250,805,🔴 Fraco
COHU,44.8,156.88,112,138,250,805,🔴 Fraco
VNET,44.8,206.79,112,138,250,805,🔴 Fraco
RY,44.8,224.56,112,138,250,805,🔴 Fraco
SRE,44.8,171.12,112,138,250,805,🔴 Fraco
CMIN3.SA,44.58,147.53,111,138,249,798,🔴 Fraco
SANB11.SA,44.58,218.6,111,138,249,798,🔴 Fraco
PFE,44.4,168.35,111,139,250,805,🔴 Fraco
AMWL,44.4,191.68,111,139,250,805,🔴 Fraco
MELI,44.4,403.51,111,139,250,805,🔴 Fraco
FSK,44.4,303.46,111,139,250,805,🔴 Fraco
EOG,44.4,249.45,111,139,250,805,🔴 Fraco
SOFI,44.4,174.84,111,139,250,805,🔴 Fraco
PCG,44.4,198.48,111,139,250,805,🔴 Fraco
BHP,44.0,181.67,110,140,250,805,🔴 Fraco
LRCX,44.0,376.06,110,140,250,805,🔴 Fraco
AMZN,44.0,199.1,110,140,250,805,🔴 Fraco
VFC,44.0,209.0,110,140,250,805,🔴 Fraco
SBAC,44.0,214.27,110,140,250,805,🔴 Fraco
RL,43.6,159.73,109,141,250,805,🔴 Fraco
KIM,43.6,162.04,109,141,250,805,🔴 Fraco
COIN,43.6,643.52,109,141,250,805,🔴 Fraco
BMO,43.6,382.84,109,141,250,805,🔴 Fraco
VTR,43.6,207.95,109,141,250,805,🔴 Fraco
FCX,43.2,204.82,108,142,250,805,🔴 Fraco
GOLD,43.2,247.16,108,142,250,805,🔴 Fraco
KTOS,43.2,317.56,108,142,250,805,🔴 Fraco
TCS.NS,43.15,368.04,107,141,248,790,🔴 Fraco
ENI.MI,43.03,271.87,108,143,251,820,🔴 Fraco
CLF,42.8,165.88,107,143,250,805,🔴 Fraco
XPEV,42.8,366.67,107,143,250,805,🔴 Fraco
EMR,42.4,307.1,106,144,250,805,🔴 Fraco
SAIA,42.4,313.22,106,144,250,805,🔴 Fraco
MKSI,42.0,405.95,105,145,250,805,🔴 Fraco
RAIZ4.SA,41.77,152.29,104,145,249,752,🔴 Fraco
IFCM3.SA,35.34,422.88,88,161,249,798,🔴 Fraco
SSNLF,14.0,,35,215,250,805,🔴 Fraco
